Rok,Belgie,Bulharsko,Chorvatsko,Dánsko,Estonsko,Finsko,Francie,Irsko,Itálie,Kypr,Litva,Lotyšsko,Lucembursko,Malta,Maďarsko,Nizozemsko,Německo,Polsko,Portugalsko,Rakousko,Rumunsko,Slovensko,Slovinsko,Česko,Řecko,Španělsko,Švédsko
2002,0.951458548225262,0.7784721968562418,0.6744734146754419,0.7598835390870787,0.9986098847773262,0.8960553308429712,0.6374681609984519,0.570611782535151,0.2911548299636582,0.2596626992471716,0.9479877343162504,0.8321126381881732,0.7737084774180025,0.0,0.8814476883564573,0.9518019873791365,0.6731426389103096,0.9494686982836354,0.774783657250357,0.44947513141383916,0.6273542859246148,0.37767003576593566,0.6518373390937818,0.884624782624443,0.6843592951883101,0.6126647580261525,0.561870332058741
2003,0.9669997705514951,0.7257950138740117,0.7191981621232514,0.7543824023270075,0.9963354230889129,0.899633308400737,0.6553923612759851,0.6125355039980358,0.3759786088584876,0.2856408634458765,0.9607817208891711,0.8499742697231302,0.8457700598222285,0.0,0.889333144987386,0.9277020891290075,0.7359265430162968,0.9603637119291202,0.6495366094671864,0.5040095727177545,0.7106050773248623,0.5233827565230716,0.7003033702812432,0.925465686607519,0.5858460040660882,0.5029765913959521,0.6269769600215266
2004,0.9620827120609675,0.7144664745289632,0.6425867224912701,0.7524118705644939,0.994943506881707,0.8551636179878107,0.6520714336033369,0.6042138904923481,0.33246278063213597,0.25107138137401114,0.9532960356047483,0.8140776632207799,0.7915467050543827,0.0,0.9030511230559254,0.9106248196264151,0.7210057889167008,0.9527798221617397,0.7372251900189737,0.47840628774498006,0.6861793641111511,0.5048791987149615,0.6261612527829958,0.9018354211234204,0.5825971450647471,0.5364447242593885,0.6015243197158772
2005,0.9651599417198191,0.6227443253893282,0.6705749824792223,0.773343914971228,0.9880863004344914,0.8759959791049997,0.6859757346591216,0.58511408127447,0.42874373755823286,0.2296406628188419,0.9523743590558401,0.8046571552823134,0.8425822174911758,0.0,0.9514735769350496,0.9359372219745994,0.7493112558454953,0.9505892548201121,0.8197137786752333,0.5131105629927558,0.6446786744577507,0.49577207678408214,0.6992928421830724,0.8895514487003042,0.5811383695471067,0.5862261672184335,0.562761610279908
2006,0.9657909970908717,0.6388888410338751,0.6671977316677572,0.770871093926839,0.9849851204743401,0.8995028371089923,0.6404456576018622,0.5153159733691886,0.4534480558238637,0.22297623950294543,0.9601578943410094,0.8363823538867327,0.8295834760386753,0.0,0.9496561276624951,0.9160330384814876,0.7710337737911354,0.9526492754759163,0.6952615694021699,0.55688692585792,0.6661308526784145,0.531843711931465,0.66551449531414,0.8848967354648752,0.546892988530621,0.5276263761967331,0.6211072212481487
2007,0.958091718803436,0.689845080299519,0.7270009396087809,0.77331202943811,0.9829874361094781,0.8725342926860595,0.6446447199819232,0.5157507760568519,0.5185448527191909,0.2637158469945355,0.9509040871940257,0.8313072663341655,0.9017868221863757,0.0,0.9454962851169427,0.8756901806616898,0.7619162770205208,0.944996055968962,0.6872886186500786,0.5696438003009391,0.7066512686123596,0.5848196196153724,0.7074006425529643,0.8985806512155643,0.6694310098277636,0.5135475873180652,0.6113937639171715
2008,0.9648968232653762,0.7130633173914327,0.6849063349455282,0.7850996164719595,0.9782355645698241,0.8518988256497567,0.6391251393709775,0.4785429905175726,0.544560994752217,0.40437584231805934,0.9540789344824206,0.8035743713306903,0.9109658700008973,0.0,0.9402565937446368,0.8627956712678498,0.7609791699842895,0.9510167710152134,0.7097573758405089,0.5705809981707218,0.7184544875918124,0.6208962793358825,0.6722835703743277,0.9024080896559598,0.5963660637445343,0.5064800946402352,0.6009244045682541
2009,0.9338255295716739,0.6650663453122868,0.6409590222993969,0.7889393784128007,0.9731490814049674,0.8763162842703967,0.6543174476365378,0.48198260042841967,0.5416832627424453,0.4487986915325613,0.9459513667814639,0.8083229945268144,0.9067548191811378,0.0,0.9535465631693586,0.8542597633793563,0.7597637280685515,0.94260933099214,0.6731953786648783,0.5650059220700181,0.7418482098252724,0.6620102964722692,0.6215868994195491,0.8914682972133643,0.5112136123385332,0.5008540494229643,0.6241527666555642
2010,0.9256093450019013,0.6138057353031259,0.6042131252948626,0.7926335262355976,0.9507159070555854,0.8908424038133138,0.6450655409650076,0.5337605269015495,0.5364692181803928,0.40765681392480235,0.9469813990743201,0.7865395702863294,0.913890557378059,0.2813364966389878,0.9500500806114226,0.8617354516445614,0.7673605102275949,0.9360882091844053,0.5578323828811634,0.5964896714611095,0.69979285362054,0.6495224205311236,0.6318213274073818,0.8707801998294945,0.47739486701653905,0.4354743818626383,0.6415107303454393
2011,0.8844131040587776,0.6989383853361517,0.7240706277518043,0.76002837380802,0.9368139063462354,0.897780877083485,0.6450824214225808,0.4097706052872886,0.4896667925910069,0.40664477711614444,0.9380930567990596,0.822075170106896,0.9611200439232909,0.49001331557922784,0.946456145140397,0.8442256547285095,0.7309700727828028,0.9276893761197915,0.6023089312215654,0.6193935072624932,0.7217252548741939,0.7143598906434871,0.674457419801523,0.855585249996927,0.572937991120992,0.48169481525533847,0.5650057975821441
2012,0.8692687161128004,0.6704974379902963,0.7347417813737614,0.765913775307073,0.9338295555591672,0.8740592432154404,0.6123092859640351,0.44618919040998956,0.5255210649142508,0.3827142299218169,0.9474865241875764,0.8051598886057001,0.9407616259882629,0.5271665538253215,0.9430247731188176,0.8539651719995027,0.7246661992138893,0.9196396387260456,0.6420284110559599,0.5723709407518163,0.7519821646566233,0.7057012078661816,0.648077423523183,0.8554365531412026,0.5568527291287841,0.47638341549813457,0.546147303851547
2013,0.8390235128184589,0.6271130863503552,0.6119392381549066,0.7351831319884721,0.9258181399491037,0.9046084076905394,0.5927994143807532,0.4553392013789675,0.5204852929922862,0.34818413370728624,0.954574550925865,0.8440412691024747,0.9440175349770237,0.45670467951238697,0.9544094507421397,0.809954870767322,0.7116414545270563,0.8987429245383843,0.5295373590290279,0.5778304959319075,0.6869393198544613,0.659530096142179,0.6195955903736647,0.8510772625830724,0.449545683007629,0.39100769357192094,0.5863408864606852
2014,0.8139343825390903,0.6024589128196304,0.5708867537257937,0.7108277504847995,0.9200064317373614,0.9048089157253759,0.5899089660381651,0.4572248458745727,0.4938416676250271,0.3311660228263976,0.9731595548413974,0.9023705718355288,0.9631860248789949,0.43333333333333335,0.9632264759583143,0.7794202200309527,0.68841285861119,0.8851944536785251,0.4613550607251654,0.5714894326706297,0.6207250521829983,0.7032113580664247,0.5245237617486964,0.8657850313465302,0.4852989007349054,0.3762234934469912,0.570694464139397
